track_name,artist_name,release_date,genre,cluster
all the things you are,tony bennett,2015,jazz,13
c'est si bon (it's so good),louis armstrong,2015,jazz,13
ouroboros,the dear hunter,2015,jazz,10
utopia,tesseract,2015,jazz,6
messenger,tesseract,2015,jazz,6
sour soul,badbadnotgood,2015,jazz,0
souvenirs,novelists,2015,jazz,6
the spark of the archon,native construct,2015,jazz,12
luv (sic) pt4 lastorder remix,nujabes,2015,jazz,5
si me muero,el gran combo de puerto rico,2015,jazz,10
brain cells,villain park,2015,jazz,3
kolkata,degiheugi,2015,jazz,10
rewind,leprous,2015,jazz,12
phoenix,tesseract,2015,jazz,5
if all goes well,the dear hunter,2015,jazz,10
bound universe,abul mogard,2015,jazz,0
mamí me gustó (feat. ibrahim ferrer),buena vista social club,2015,jazz,10
heart shaped box (radio edit) [feat. julia church],goldfish,2015,jazz,10
manha de carnaval,the rosenberg trio,2015,jazz,0
leroy and lanisha,kamasi washington,2015,jazz,6
the ectopic stroll,between the buried and me,2015,jazz,6
1993,emancipator,2015,jazz,0
once i was loved,melody gardot,2015,jazz,16
building a ladder,hiatus kaiyote,2015,jazz,6
human leather shoes for crocodile dandies,caravan palace,2015,jazz,4
if you could read my mind,diana krall,2015,jazz,7
marigold,caligula's horse,2015,jazz,6
summer breeze,the main ingredient,2015,jazz,15
bodas de oro (feat. rubén gonzález & jesús ramos),buena vista social club,2015,jazz,4
in the wee small hours of the morning,stacey kent,2015,jazz,16
bassment jazz,flofilz,2015,jazz,3
midnight,caravan palace,2015,jazz,14
clair de lune,kamasi washington,2015,jazz,0
dream a little dream,pink martini,2015,jazz,13
comics,caravan palace,2015,jazz,14
schehmetmoll,dramadigs,2015,jazz,0
aftermath,caravan palace,2015,jazz,19
wonderland,caravan palace,2015,jazz,12
fingerprints,hiatus kaiyote,2015,jazz,18
cherokee,kamasi washington,2015,jazz,10
shaolin monk motherfunk,hiatus kaiyote,2015,jazz,6
tattoos,caravan palace,2015,jazz,15
lay down,caravan palace,2015,jazz,0
the lung,hiatus kaiyote,2015,jazz,6
ray gun,badbadnotgood,2015,jazz,6
come hell or high water,native construct,2015,jazz,6
a lil bit of,flofilz,2015,jazz,17
atari,hiatus kaiyote,2015,jazz,4
all the joy,moonchild,2015,jazz,1
mono,badbadnotgood,2015,jazz,7
don't wake me,moonchild,2015,jazz,11
bitch don’t kill my vibe,sly5thave,2015,jazz,0
waiting,hidden spheres,2015,jazz,0
colour,pete josef,2015,jazz,5
luv (sic.) pt3 (feat. shing02),nujabes,2015,jazz,5
dystopia,tesseract,2015,jazz,10
swamp thing,hiatus kaiyote,2015,jazz,6
jailhouse blues,smokey joe & the kid,2015,jazz,6
survival,tesseract,2015,jazz,5
tone's rap,badbadnotgood,2015,jazz,3
choose your weapon,hiatus kaiyote,2015,jazz,5
lights out,car bomb,2016,jazz,0
the march,the dear hunter,2016,jazz,6
use ya mnd (twentyfourseven),mndsgn,2016,jazz,4
swing it like roger,klischée,2016,jazz,0
truth,devin townsend project,2016,jazz,0
gratitude,car bomb,2016,jazz,6
break apart,bonobo,2016,jazz,8
one and only,brian simpson,2016,jazz,0
native son prequel ft. leo napier (jenaux remix),gramatik,2016,jazz,5
the revival,the dear hunter,2016,jazz,10
blue automatic,thank you scientist,2016,jazz,6
coffee houses,cafe jazz deluxe,2016,jazz,0
mocha jazz delight,cafe jazz deluxe,2016,jazz,0
cascade,the dear hunter,2016,jazz,6
tango till they’re sore,madeleine peyroux,2016,jazz,18
1985,haken,2016,jazz,6
gloria,the dear hunter,2016,jazz,6
guess it’s all over,mndsgn,2016,jazz,6
from the dust of this planet,car bomb,2016,jazz,6
soul eyes,kandace springs,2016,jazz,7
dig my feeling,willie bobo,2016,jazz,11
jakarta,maple syrup,2016,jazz,0
macrowave,suff daddy,2016,jazz,3
just landed,cantoma,2016,jazz,3
the most cursed of hands / who am i,the dear hunter,2016,jazz,6
life is so peculiar,louis armstrong,2016,jazz,5
enormous room of silver,cafe jazz deluxe,2016,jazz,0
mr. usher (on his way to town),the dear hunter,2016,jazz,6
the world connects,don philippe,2016,jazz,0
this love,kadhja bonet,2016,jazz,5
he's a tramp,melody gardot,2016,jazz,9
sunrise drive,l'indécis,2016,jazz,0
kms (feat. atlas),anomaly,2016,jazz,3
monstrocity,meshuggah,2016,jazz,6
the flame (is gone),the dear hunter,2016,jazz,6
the fire (remains),the dear hunter,2016,jazz,6
party raiser,lyre le temps,2016,jazz,3
initiate,haken,2016,jazz,5
bass me baby,annella,2016,jazz,11
who to love?,romare,2016,jazz,3
silence is the way,miles davis,2016,jazz,6
public syllogism,cafe jazz deluxe,2016,jazz,0
the amateur arsonist's handbook,thank you scientist,2016,jazz,6
regress,the dear hunter,2016,jazz,11
like a star,laura fygi,2016,jazz,15
prologue: a faint applause...,thank you scientist,2016,jazz,2
shout sister shout,madeleine peyroux,2016,jazz,8
secrets within,car bomb,2016,jazz,10
war of the currents,gramatik,2016,jazz,19
consequence of love,gregory porter,2016,jazz,4
limerent death,the dillinger escape plan,2016,jazz,5
tawo,jordan rakei,2016,jazz,5
conrad tokyo,a tribe called quest,2016,jazz,6
the circle,ivan ave,2016,jazz,3
born in dissonance,meshuggah,2016,jazz,6
mr. invisible,thank you scientist,2016,jazz,4
holding on,gregory porter,2016,jazz,13
machinegun rap,bluntone,2016,jazz,3
made man,pete rock,2016,jazz,0
graffiti on a high school wall,people under the stairs,2016,jazz,3
the things we did last summer,freddie hubbard,2016,jazz,0
all night,romare,2016,jazz,0
we the people....,a tribe called quest,2016,jazz,3
peaceful life,guts,2016,jazz,7
every time,boogie belgique,2016,jazz,4
shimmer,joe corfield,2016,jazz,0
don't take your love from me,catherine russell,2016,jazz,3
count your blessings,seamus blake,2016,jazz,0
morning sunrise,weldon irvine,2016,jazz,14
nobody speak,dj shadow,2016,jazz,3
chapter 7 (feat. ty),ezra collective,2016,jazz,5
(everybody's waitin' for) the man with the bag,kay starr,2016,jazz,3
nobody other,kadhja bonet,2016,jazz,13
dreaming of you,jaared,2016,jazz,10
casino de capri,the bahama soul club,2016,jazz,0
zesty yearn music,cafe jazz deluxe,2016,jazz,0
joli garçon,pink martini,2016,jazz,3
mobius,a tribe called quest,2016,jazz,3
failure,devin townsend project,2016,jazz,5
the light,jordan rakei,2016,jazz,5
coroner,lando chill,2016,jazz,5
"claudia, wilhelm r and me",roberto musci,2016,jazz,0
clockworks,meshuggah,2016,jazz,0
psychopomp,thank you scientist,2016,jazz,6
will you be mine,anita baker,2017,jazz,10
stuck,leprous,2017,jazz,6
the way through,deca,2017,jazz,6
warm brew,leaf beach,2017,jazz,0
under different welkins,novelists,2017,jazz,5
no more tears,anita baker,2017,jazz,10
the only way,tricky,2017,jazz,0
soul fever blues,parov stelar,2017,jazz,10
street jazz,awon,2017,jazz,3
paid,sudan archives,2017,jazz,3
moonglow,diana krall,2017,jazz,2
marie,yazmin lacey,2017,jazz,6
6am,moonchild,2017,jazz,0
tubesocks,kiefer,2017,jazz,6
oatmeal,sudan archives,2017,jazz,7
you're the best thing yet,anita baker,2017,jazz,5
if i can’t hold you,boney james,2017,jazz,10
never ever,caro emerald,2017,jazz,7
doors closing,moonchild,2017,jazz,10
take it slow,charlotte dos santos,2017,jazz,5
the meaning of love,steve kuhn,2017,jazz,0
butterfly,swingrowers,2017,jazz,18
molasses,nai palm,2017,jazz,6
miss chew,nick hakim,2017,jazz,14
ecstasy,wax tailor,2017,jazz,6
squint,ivan ave,2017,jazz,6
that's my desire,louis armstrong,2017,jazz,13
catch my drift,leroyce,2017,jazz,3
hideaway,moonchild,2017,jazz,10
l'appel du vide,novelists,2017,jazz,6
bubbles,disperse,2017,jazz,6
the god behind the pines,l'indécis,2017,jazz,0
blue skies,diana krall,2017,jazz,2
sympathy,minthaze,2017,jazz,0
seasons change,axian,2017,jazz,0
homebody,nai palm,2017,jazz,13
atoll,nai palm,2017,jazz,2
no one in the world,anita baker,2017,jazz,5
true sons of zion,thievery corporation,2017,jazz,6
they can’t take that away from me,josé james,2017,jazz,10
automaton,jamiroquai,2017,jazz,5
come meh way,sudan archives,2017,jazz,11
cloud 9,jamiroquai,2017,jazz,10
tearz,el michels affair,2017,jazz,11
roller skates,nick hakim,2017,jazz,9
empires,the electric swing circus,2017,jazz,6
fruitflies,gabriel garzón-montano,2017,jazz,2
dream,diana krall,2017,jazz,16
crossfire / so into you,nai palm,2017,jazz,10
ohio,jon batiste,2017,jazz,2
night and day,diana krall,2017,jazz,4
black betty,caravan palace,2017,jazz,19
loved ones,bluntone,2017,jazz,0
jackie gets out,terence blanchard,2017,jazz,12
theme for laura,magnus lindgren,2017,jazz,0
there's a small hotel,bill charlap trio,2017,jazz,0
whatever it takes,anita baker,2017,jazz,10
whereyougonnago?,jitwam,2017,jazz,10
aqua skies,leaf beach,2017,jazz,19
whereucomefrom.,oofoe,2017,jazz,0
strike the root,thievery corporation,2017,jazz,6
high tide,danny black,2017,jazz,2
bewitched,carol welsman,2017,jazz,17
hiding place,jordan rakei,2017,jazz,10
nerve,jordan rakei,2017,jazz,5
feel this way,chon,2017,jazz,14
breathe,alfa mist,2017,jazz,18
we walked together that night,rudemanners,2017,jazz,0
honestly,boney james,2017,jazz,19
smoke with me,children of zeus,2017,jazz,3
same ole love (365 days a week),anita baker,2017,jazz,5
keep on,alfa mist,2017,jazz,19
rhyme writer,pete rock,2017,jazz,0
balcony,lester nowhere,2017,jazz,11
basenji,musicmusicmusic,2017,jazz,0
smile,gregory porter,2017,jazz,1
know the name,leroyce,2017,jazz,3
fakin jax,pete rock,2017,jazz,3
fontessa,the modern jazz quartet,2017,jazz,18
6 a.m.,lester nowhere,2017,jazz,0
mono,zero 7,2018,jazz,10
vincent tyler,nick hakim,2018,jazz,0
my queen is ada eastman,sons of kemet,2018,jazz,3
black kennedy,august greene,2018,jazz,9
golden wings (instrumental),gabriel garzón-montano,2018,jazz,0
tokyo,melodiesinfonie,2018,jazz,0
let's go,jazzotron,2018,jazz,3
it ain't right,pisk,2018,jazz,3
eyes wide shut,novelists,2018,jazz,6
chronos,axian,2018,jazz,3
change of tone,r+r=now,2018,jazz,11
but not for me,diana krall,2018,jazz,18
lights,joe corfield,2018,jazz,0
delphine,kadhja bonet,2018,jazz,4
smile,tesseract,2018,jazz,10
soul city (feat. norman brown & joey sommerville),marion meadows,2018,jazz,15
new day,abstract orchestra,2018,jazz,6
love is here to stay,tony bennett,2018,jazz,2
fake optics,ardhito pramono,2018,jazz,5
boa,sam gendel,2018,jazz,0
optimistic,august greene,2018,jazz,6
bella ciao,klischée,2018,jazz,6
never undo,morcheeba,2018,jazz,7
i fall to pieces,renee olstead,2018,jazz,16
born in space,owane,2018,jazz,0
just my luck,tia ray,2018,jazz,14
upside down (radio edit),wolfgang lohr,2018,jazz,12
jazzclub atmosphere,deeb,2018,jazz,0
threshold,deca,2018,jazz,18
somewhere in between (swarvy remix),braxton cook,2018,jazz,7
l.i.t.,riley richard,2018,jazz,2
break the ice,michael lington,2018,jazz,0
samba pati,masayoshi takanaka,2018,jazz,6
the good doctor,haken,2018,jazz,19
ghost train haze,bluntone,2018,jazz,0
soul eyes,walt weiskopf,2018,jazz,0
so in love,nestor torres,2018,jazz,0
mpc jazz,emapea,2018,jazz,8
consequences,marion meadows,2018,jazz,6
tasty,omaure,2018,jazz,0
on my own,madeleine peyroux,2018,jazz,10
hellohello,dj grumble,2018,jazz,6
down under,omaure,2018,jazz,0
draw me nearer,joey alexander,2018,jazz,0
nightshift (red wine and cigs),drwn.,2018,jazz,0
set it,ol' burger beats,2018,jazz,2
003,digitalluc,2018,jazz,2
soulful,l'indécis,2018,jazz,0
autumn nocturne,john surman,2018,jazz,0
music to make you stagger,thievery corporation,2018,jazz,0
funk in the hole,roy ayers,2018,jazz,6
back in time,swing republic,2018,jazz,4
find you,robert glasper experiment,2018,jazz,14
something my heart trusts,yazmin lacey,2018,jazz,5
7-t's,marcus miller,2018,jazz,8
no one like you,robert glasper experiment,2018,jazz,15
ninetofive,klim,2018,jazz,0
cushty,ajmw,2018,jazz,0
do you really,oscar jerome,2018,jazz,4
second wind,kadhja bonet,2018,jazz,5
90 degrees,yazmin lacey,2018,jazz,3
condemned to the gallows,between the buried and me,2018,jazz,6
mambo rap,parov stelar,2018,jazz,3
colors of love,brian culbertson,2018,jazz,0
moon river,nicole henry,2018,jazz,6
what are we waiting for (feat. nicolette robinson),leslie odom jr.,2018,jazz,18
nomatter,moose dawa,2018,jazz,4
voice of trespass,between the buried and me,2018,jazz,6
king,tesseract,2018,jazz,10
luminary,tesseract,2018,jazz,6
mad world,jordan rakei,2019,jazz,5
martyrs,soen,2019,jazz,6
genesis,devin townsend,2019,jazz,6
light up the night,jamie berry,2019,jazz,19
memory digital,taylor mcferrin,2019,jazz,10
work shit out,dirty loops,2019,jazz,3
donner bell,deca,2019,jazz,6
loving you,cyrille aimee,2019,jazz,16
i will wait for you,nicki parrott,2019,jazz,17
spirits will collide,devin townsend,2019,jazz,5
innocent,uneven structure,2019,jazz,10
babylon,juju rogers,2019,jazz,3
i'll be searching (for you),groove armada,2019,jazz,6
"the morning, you & love",george duke,2019,jazz,14
trust myself (feat. gallant),tia ray,2019,jazz,18
terraformer,thank you scientist,2019,jazz,10
life of vermin,thank you scientist,2019,jazz,6
puff your cares away,gramatik,2019,jazz,10
i need your lovin',reel people,2019,jazz,15
geronimo,thank you scientist,2019,jazz,5
lies,devaloop,2019,jazz,0
besame mucho (kiss me),vera lynn,2019,jazz,16
come with me,rick braun,2019,jazz,0
family,rick braun,2019,jazz,0
around the corner,rick braun,2019,jazz,6
you & me,jordan rakei,2019,jazz,5
i would still,taylor mcferrin,2019,jazz,5
outdoors,leaf beach,2019,jazz,0
touch in mine (fingers),esperanza spalding,2019,jazz,13
so cold in the summer,taylor mcferrin,2019,jazz,13
snake charmer,parov stelar,2019,jazz,3
i can't give your time back,taylor mcferrin,2019,jazz,10
nostalgia,mujo,2019,jazz,0
rethymno,digitalluc,2019,jazz,0
summer delight,ødyssee,2019,jazz,0
mind’s eye,jordan rakei,2019,jazz,10
the bridge,emancipator,2019,jazz,0
door,alfa mist,2019,jazz,18
azalea,deeb,2019,jazz,0
at dizzy's,henace,2019,jazz,0
lest we forget (blood),esperanza spalding,2019,jazz,6
falling,j. rawls,2019,jazz,0
dead end,chon,2019,jazz,0
sunday morning,axian,2019,jazz,0
swarm,thank you scientist,2019,jazz,10
blood of the past,the comet is coming,2019,jazz,6
quest for love,potatohead people,2019,jazz,3
it’s better for you,shafiq husayn,2019,jazz,3
gravitate,oscar jerome,2019,jazz,3
money,moonchild,2019,jazz,3
bardis,snarky puppy,2019,jazz,0
just you,prince buster,1963,reggae,0
they got to come,prince buster,1963,reggae,8
next door neighbour,owen gray,1964,reggae,7
simmer down,bob marley & the wailers,1964,reggae,17
i got a pain,prince buster,1964,reggae,3
sammy dead,eric morris,1964,reggae,17
lucky 7,prince buster,1964,reggae,17
coolie boy,don drummond,1965,reggae,3
long time now,the ethiopians,1966,reggae,4
engine 54,the ethiopians,1966,reggae,1
give me your love,the ethiopians,1966,reggae,4
dark street,prince buster,1967,reggae,9
dance with me,the paragons,1967,reggae,3
oh love (live),prince buster,1967,reggae,3
"mercy, mercy, mercy",john holt,1967,reggae,4
"true, true, true",ken parker,1967,reggae,13
shanty town,prince buster,1967,reggae,0
sweet music,desmond dekker,1967,reggae,12
i am free,the gaylads,1967,reggae,0
let him try,alton ellis,1967,reggae,1
a silver bird,the paragons,1967,reggae,18
unity,desmond dekker,1967,reggae,12
rude boy train,desmond dekker,1967,reggae,12
blackbird singing,the paragons,1967,reggae,4
wiseman,desmond dekker,1967,reggae,19
don't stay away,phyllis dillon,1967,reggae,15
the first time i saw you,the paragons,1967,reggae,17
she want it,the gaylads,1967,reggae,7
don't touch me tomato,phyllis dillon,1967,reggae,14
why,alton ellis,1967,reggae,16
perfidia,phyllis dillon,1967,reggae,13
breaking up,alton ellis,1968,reggae,7
willow tree,alton ellis,1968,reggae,18
in love with you,the heptones,1968,reggae,16
i can't stand it,alton ellis,1968,reggae,17
i want everything,the tennors,1968,reggae,3
ride your donkey,the tennors,1968,reggae,8
what the world needs now is love,tommy mccook,1968,reggae,0
out of love (i'm the one love forgot),the uniques,1968,reggae,16
love is all i had,phyllis dillon,1968,reggae,5
angel of the morning,joya landis,1968,reggae,11
moonlight lover,joya landis,1968,reggae,13
rough rider,prince buster,1968,reggae,4
equal rights,peter tosh,1968,reggae,19
gypsy woman,the uniques,1968,reggae,13
ketchy shuby,peter tosh,1968,reggae,4
walk with love,prince buster,1968,reggae,17
speak no evil,the uniques,1968,reggae,17
my heart is gone,ken boothe,1968,reggae,1
reggae girl,the tennors,1968,reggae,3
party time,the heptones,1968,reggae,0
the baddest,prince buster,1969,reggae,0
drink milk,justin hinds,1969,reggae,3
wondering,the hippy boys,1969,reggae,0
when you call my name,stranger cole,1969,reggae,1
my girl,glen adams,1969,reggae,3
shang i,the hippy boys,1969,reggae,11
bla bla bla,the maytals,1969,reggae,2
everything crash,the ethiopians,1969,reggae,17
scare him,the maytals,1969,reggae,11
long shot kick de bucket,the pioneers,1969,reggae,17
mama look deh,the reggae boys,1969,reggae,0
hanging fire,jimmy cliff,1969,reggae,11
reggae night,jimmy cliff,1969,reggae,4
roots woman,jimmy cliff,1969,reggae,13
fu man chu,desmond dekker,1969,reggae,18
jungle lion,"lee ""scratch"" perry",1969,reggae,18
we all are one,jimmy cliff,1969,reggae,19
roots radical,jimmy cliff,1969,reggae,9
third world people,jimmy cliff,1969,reggae,12
special,jimmy cliff,1969,reggae,4
john jones,rudy mills,1969,reggae,17
double wheel,the upsetters,1969,reggae,0
doctor no go,the hippy boys,1969,reggae,0
challenge,the hippy boys,1969,reggae,0
moon walk,the hippy boys,1969,reggae,0
"one (heart, one love)",the ethiopians,1969,reggae,5
seven letters,derrick morgan,1969,reggae,2
african zulu,the hippy boys,1969,reggae,3
kill them all,the upsetters,1969,reggae,17
long time,derrick harriott,1970,reggae,9
monkey man,the upsetters,1970,reggae,3
now you are gone,the pioneers,1970,reggae,18
why baby why,ken boothe,1970,reggae,11
joy joy,the ethiopians,1970,reggae,5
no man is an island,dennis brown,1970,reggae,16
money day,the pioneers,1970,reggae,3
peace in your mind (peace of mind),bob andy,1970,reggae,7
put a little love in your heart,marcia griffiths,1970,reggae,16
you can get it if you really want,desmond dekker,1970,reggae,5
the loser,derrick harriott,1970,reggae,12
message from a black man,derrick harriott,1970,reggae,7
things a get bad to worse,the ethiopians,1970,reggae,7
river bed,the gaylads,1970,reggae,0
stereo freeze,jackie mittoo,1970,reggae,2
dream dream,the gaylads,1970,reggae,0
going to a ball,dennis brown,1970,reggae,12
sweet sensation,the melodians,1970,reggae,15
my heart is gone,john holt,1971,reggae,1
mother funk,jackie mittoo,1971,reggae,0
make it with you,dennis brown,1971,reggae,4
rock away,u-roy,1971,reggae,3
change your style,dennis brown,1971,reggae,17
peace and love,u-roy,1971,reggae,5
you have caught me,the melodians,1971,reggae,16
love divine,john holt,1971,reggae,17
do you want me,john holt,1971,reggae,17
my girl,the techniques,1971,reggae,10
i'm gonna be free,the ethiopians,1972,reggae,17
it's alright,slim smith,1972,reggae,3
money love,slim smith,1972,reggae,3
my happiness,prince buster,1972,reggae,3
too experience,bob andy,1972,reggae,3
i am alright,big youth,1972,reggae,12
everything i own,ken boothe,1972,reggae,7
screaming target,big youth,1972,reggae,19
crying over you,ken boothe,1972,reggae,7
pride & ambition,leroy smart,1972,reggae,12
close to you,phyllis dillon,1972,reggae,12
blinded by love,slim smith,1972,reggae,17
big five,prince buster,1972,reggae,4
love of a woman,horace andy,1972,reggae,13
move me,the upsetters,1972,reggae,12
please don't go,horace andy,1972,reggae,13
killing me softly with her song,john holt,1973,reggae,2
i could dance all night,john holt,1973,reggae,3
come dance with me,john holt,1973,reggae,17
maybe some day,john holt,1973,reggae,17
fancy make up,john holt,1973,reggae,15
help me make it through the night,john holt,1973,reggae,4
struggling man,jimmy cliff,1973,reggae,4
duppy conqueror,bob marley & the wailers,1973,reggae,17
"get up, stand up",bob marley & the wailers,1973,reggae,17
no sympathy,the wailers,1973,reggae,12
i see you,toots & the maytals,1973,reggae,18
hallelujah time,the wailers,1973,reggae,2
pass it on,the wailers,1973,reggae,16
"take me home, country roads",toots & the maytals,1973,reggae,2
having a party,toots & the maytals,1973,reggae,3
sailing on,toots & the maytals,1973,reggae,2
sooner or later,jimmy cliff,1973,reggae,9
rastaman chant,the wailers,1973,reggae,0
put it on,the wailers,1973,reggae,8
high tide or low tide,bob marley & the wailers,1973,reggae,4
400 years,the wailers,1973,reggae,5
concrete jungle,bob marley & the wailers,1973,reggae,5
country road,toots & the maytals,1973,reggae,9
pressure drop,toots & the maytals,1973,reggae,19
i shot the sheriff,the wailers,1973,reggae,19
gold and silver,the maytals,1973,reggae,18
pomps & pride,toots & the maytals,1973,reggae,19
back out with it,wailing souls,1973,reggae,3
things & time,wailing souls,1973,reggae,10
better days are coming,jimmy cliff,1973,reggae,11
pack up,wailing souls,1973,reggae,9
thou shall not steal,wailing souls,1973,reggae,12
come on people,jimmy cliff,1973,reggae,12
let's seize the time,jimmy cliff,1973,reggae,4
i can't live without you,jimmy cliff,1973,reggae,11
jah work,augustus pablo,1973,reggae,0
loving spirit,the maytals,1973,reggae,12
tag along,horace andy,1974,reggae,15
version,clinton fearon,1974,reggae,0
let love in,dennis brown,1974,reggae,1
ital fighting,dillinger,1974,reggae,3
cornbread,dillinger,1974,reggae,3
talkin' blues,bob marley & the wailers,1974,reggae,2
i want to know,jimmy cliff,1974,reggae,14
dread locks,lee perry & the upsetters,1974,reggae,3
spinning dub,the revolutionaries,1975,reggae,0
resting place,burning spear,1975,reggae,9
slavery days,burning spear,1975,reggae,5
old marcus garvey,burning spear,1975,reggae,12
three blind mice,max romeo,1975,reggae,2
love jah,dennis brown,1975,reggae,18
abendigo,the abyssinians,1976,reggae,17
know jah today,the abyssinians,1976,reggae,7
black kill a black (black against black),gregory isaacs,1976,reggae,19
my religion,gregory isaacs,1976,reggae,0
igziabeher (let jah be praised),peter tosh,1976,reggae,17
big fight,prince far i,1976,reggae,9
"get up, stand up",peter tosh,1976,reggae,17
dear mother,jimmy cliff,1976,reggae,12
you're the only one,jimmy cliff,1976,reggae,16
"long, long dread locks",linval thompson,1976,reggae,12
y mas gan,the abyssinians,1976,reggae,14
declaration of rights,the abyssinians,1976,reggae,8
stepping razor,peter tosh,1976,reggae,3
african race,the abyssinians,1976,reggae,12
salary is thin (the sun shines for me),gregory isaacs,1976,reggae,7
promise is a comfort,gregory isaacs,1976,reggae,19
brand new beggar,third world,1976,reggae,9
shadow,prince far 1,1976,reggae,12
let my days be long,the abyssinians,1976,reggae,18
i and i,the abyssinians,1976,reggae,17
doctor love,john holt,1976,reggae,3
fighting against conviction,bunny wailer,1976,reggae,17
reincarnated souls,bunny wailer,1976,reggae,12
why must i cry,peter tosh,1976,reggae,10
"roots, rock, reggae",bob marley & the wailers,1976,reggae,2
rat race,bob marley & the wailers,1976,reggae,17
young generation dub,king tubby,1976,reggae,0
war,bob marley & the wailers,1976,reggae,12
no sympathy,peter tosh,1976,reggae,15
them never love poor marcus,mighty diamonds,1976,reggae,15
can't stand the pressure,aswad,1976,reggae,17
say so,king tubby,1976,reggae,0
ballistic affair,leroy smart,1976,reggae,8
shame and pride,mighty diamonds,1976,reggae,7
cry to me,bob marley & the wailers,1976,reggae,19
night shift,bob marley & the wailers,1976,reggae,4
jah jah is the conqueror,linval thompson,1976,reggae,9
fever,junior byles,1976,reggae,13
i need a roof,mighty diamonds,1976,reggae,19
back to africa,aswad,1976,reggae,12
door peep,burning spear,1976,reggae,12
mystery babylon,peter tosh,1976,reggae,2
mother,burning spear,1976,reggae,17
rock away,gregory isaacs,1976,reggae,11
there is no end,the abyssinians,1976,reggae,5
natty take over,justin hinds & the dominoes,1976,reggae,12
i shall sing,toots & the maytals,1976,reggae,2
lion,burning spear,1976,reggae,17
it's good,burning spear,1976,reggae,11
why me black brother why,mighty diamonds,1976,reggae,8
tan and see,max romeo,1976,reggae,4
never you change,toots & the maytals,1976,reggae,16
stealing in the name of jah,max romeo,1976,reggae,12
natural natty,mighty diamonds,1976,reggae,4
if i follow my mind,jimmy cliff,1976,reggae,4
black soul,burning spear,1976,reggae,17
children,burning spear,1976,reggae,17
go seek your rights,mighty diamonds,1976,reggae,17
i don't like it,leroy smart,1977,reggae,19
big eel,i-roy,1977,reggae,0
ark of the covenant,the congos,1977,reggae,18
the price of peace,jimmy cliff,1977,reggae,5
on my life,jimmy cliff,1977,reggae,5
be true,jimmy cliff,1977,reggae,16
culture,the ethiopians,1977,reggae,19
hurry on,the ethiopians,1977,reggae,11
i love jah,the ethiopians,1977,reggae,16
let's kiss & say goodbye,john holt,1977,reggae,13
get ready,gregory isaacs,1977,reggae,3
stepping free,bob andy,1977,reggae,17
revelation,bob andy,1977,reggae,17
winter world of love,john holt,1977,reggae,2
who feels it (knows it),bob marley & the wailers,1977,reggae,1
police & thieves,junior murvin,1977,reggae,17
let him go,bob marley & the wailers,1977,reggae,13
apartheid,peter tosh,1977,reggae,17
jah guide,peter tosh,1977,reggae,7
400 years,peter tosh,1977,reggae,5
vampire,peter tosh,1977,reggae,17
babylon queendom,peter tosh,1977,reggae,2
you can't blame the youth,peter tosh,1977,reggae,12
do you remember,bob marley & the wailers,1977,reggae,0
the sun,burning spear,1977,reggae,4
congoman,the congos,1977,reggae,11
guiltiness,bob marley & the wailers,1977,reggae,5
natural mystic,bob marley & the wailers,1977,reggae,2
two sevens clash,culture,1977,reggae,5
don't blame it on i,the congos,1977,reggae,10
jah pretty face,culture,1977,reggae,15
i'm alone in the wilderness,culture,1977,reggae,14
pirate days,culture,1977,reggae,18
natty dread taking over,culture,1977,reggae,11
it's a long way around,burning spear,1977,reggae,17
black disciples,burning spear,1977,reggae,1
when i am down,dennis brown,1978,reggae,19
truth and right,dennis brown,1978,reggae,19
liberation,creation rebel,1978,reggae,0
it's up to you,tetrack,1978,reggae,19
meditation,the abyssinians,1978,reggae,13
jah loves,the abyssinians,1978,reggae,13
dem a come,the abyssinians,1978,reggae,18
isn't it time,tetrack,1978,reggae,4
my time,dennis brown,1978,reggae,4
look within yourself,tetrack,1978,reggae,5
universal love (beyond the boundries),jimmy cliff,1978,reggae,19
she is a woman,jimmy cliff,1978,reggae,13
simmer down,johnny clarke,1978,reggae,2
take heed,johnny clarke,1978,reggae,9
ride on girl,johnny clarke,1978,reggae,12
dread a dread,johnny clarke,1978,reggae,17
declaration of rights,johnny clarke,1978,reggae,17
i man come again,johnny clarke,1978,reggae,3
who have eyes to see,prince far i,1978,reggae,12
blood dunza,johnny clarke,1978,reggae,17
you left me standing by the door,jimmy cliff,1978,reggae,1
crisis,bob marley & the wailers,1978,reggae,5
cold sweat,third world,1978,reggae,17
holy mount zion,culture,1978,reggae,17
lonely streets,jimmy cliff,1978,reggae,18
love shine bright,culture,1978,reggae,18
behold,culture,1978,reggae,11
only jah jah know,tetrack,1978,reggae,5
better days,the heptones,1978,reggae,3
created by the father,gregory isaacs,1978,reggae,15
dub from creation,creation rebel,1978,reggae,0
dread beat an' blood,linton kwesi johnson,1978,reggae,17
run revolution a come,hugh mundell,1978,reggae,11
word of the farmer,gregory isaacs,1978,reggae,2
doun de road,linton kwesi johnson,1978,reggae,17
it dread inna inglan,linton kwesi johnson,1978,reggae,9
step across,gregory isaacs,1979,reggae,1
black liberation struggle,gregory isaacs,1979,reggae,17
jah music,gregory isaacs,1979,reggae,17
guilty,gregory isaacs,1979,reggae,7
slave driver (extended version),gregory isaacs,1979,reggae,4
precious love,slim smith,1979,reggae,0
raggae music,tradition,1979,reggae,2
